    delta_RA   delta_DEC
   -2.4316     -1.0854
    0.9215      0.9804
   -0.0210     -2.5858
   -0.2725      0.4233
   -0.7221     -1.0734
   -1.1074      2.5055
   -1.1324     -2.8603
    0.4956      0.3098
   -0.5625     -1.4815
    1.5746     -0.8262
    1.3526      0.2581
   -2.2876     -4.9249
   -0.0716     -0.3943
   -1.1635     -6.1032
    0.2278     -0.4993
    1.1734      0.1713
    0.2316     -0.9852
   -1.2081      1.2497
   -0.5374      0.6742
    0.3262     -0.1038
   -0.7370      3.2320
   -0.1086      1.3994
   -1.6389     -4.7695
   -1.5100     -7.1570
   -1.3250      0.2728
    0.4465     -0.4146
  -11.8530      0.8763
   -1.6742      1.4991
   -0.0012      0.4341
    0.4752     -0.2328
   -0.2087      0.3125
   -0.3480      0.5738
    0.5899     -0.4343
   -0.4636     -1.0925
    0.0596     -0.1254
    0.5606      1.8282
    0.8102     -0.9089
   -1.5098      2.4666
   -0.7408      0.5155
   -1.1371      1.0519
    0.4392     -0.8316
    0.3189     -0.9120
    0.6286     -0.1452
   -1.5394     -2.6675
    0.2699      1.0522
   -1.0684     -0.9778
   -0.8237      0.2090
   -0.3817     -1.1878
   -1.0152      0.7207
    0.1203     -0.4289
    0.5187      0.3318
   -0.3614      0.0379
   -0.1912     -0.2027
    0.6045     -1.4813
    0.3717     -0.9804
    0.3667     -1.0208
   -0.5534     -0.1836
   -0.1021     -0.3289
    0.2195     -0.1045
   -0.4416      0.9080
   -0.1539      0.9655
   -0.9604      0.6030
   -0.5315     -0.3570
   -0.4591      0.4438
   -0.3637     -0.6419
   -0.1403     -0.1881
    0.3273      0.2564
    0.7432     -0.5860
    0.5303      0.2599
    3.2739     13.0891
   -0.8159     -0.0935
    1.7359     -0.0029
    0.4408      0.8935
    1.9876     -1.9509
   -0.1753      0.3848
   -0.3423     -0.5415
    0.1937      1.1951
    0.8886      6.2029
    0.4728      0.5223
    0.4682     -1.0787
   -0.2535     -1.0836
    0.3685      1.1739
   -0.4598     -0.4245
   -0.8961      0.9538
   -0.0573      0.3052
    0.2083      0.0956
    4.0051     -1.1290
   -1.0669      2.4531
    1.3657     -3.7665
   -0.4409      1.3368
   -1.0058      3.1730
   -1.3382      1.2899
    0.4633     -5.0513
   -0.5439      0.1527
    1.2514     -0.7534
   -0.0876      0.0125
    0.6041      0.1994
   -0.0586     -2.2242
    0.2896     -0.5911
   -0.4028      0.6783
    0.8612      0.6329
    0.1395     -0.2585
    1.3247      0.5432
    1.0063     -1.6044
   -0.4021     -0.5666
   -0.0895     -1.5241
    0.4545     -1.9488
   -0.6105      0.6257
   -0.4148      0.8184
   -0.7379     -0.7761
    0.7663      0.7502
    0.9967      0.2705
    0.0503     -0.2079
    0.2780      0.5482
    0.0672     -1.1334
   -2.8766     -1.1511
   -0.7426      0.2657
   -0.8164      1.0849
   -0.3173     -0.1526
   -0.5876      2.1854
   -1.0217      1.0853
    0.6205     -0.7009
    0.1516      1.4482
    0.2372     -0.9911
    0.3843     -2.2533
    0.1401     -0.2415
   -2.3619     -3.7256
   -0.2944     -4.8758
   -0.2073     -0.0716
   -0.1233     -0.6839
   -0.0999     -1.0338
    0.1049     -0.6432
   -0.1236      0.1790
    0.8264     -0.2771
   -1.5818      0.3321
    0.5891     -0.1759
   -0.2140     -0.0448
    0.6310     -0.4371
   -0.9285     -1.4666
    0.5087     -0.7366
   -0.6460     -0.0728
   -0.0465      0.0462
   -0.5512      0.6121
    0.0914      0.7526
   -0.4736     -0.1184
    0.7112      0.7155
    0.5252     -0.1626
   -0.2810      0.0978
   -0.8037     -0.9542
   -0.2764     -1.8458
    0.7819      0.1943
    1.0104     -0.0215
    1.0874      1.7823
    0.1684     -0.3143
   -0.7731      0.1783
   -0.8988     -1.4352
    1.2724     -1.8561
    0.6747     -0.4577
    0.5269     -0.3434
   -0.1525      0.4662
    0.0130     -0.3106
   -0.8263     -0.5405
   -0.2905     -0.4936
    0.8236      0.0315
    0.0853     -1.1002
    0.5469     -0.4074
   -0.7275     -1.1203
    1.6336      1.5055
    0.9160     -0.4144
   -0.9078      0.0735
    0.3942     -0.3944
   -0.2735     -0.2402
   -0.4146      0.0812
   -0.4472      0.1667
    0.2638      0.3571
    0.2700      0.2776
   -0.0514      0.5209
   -0.7557      0.5913
   -0.0874      0.0804
   -0.3514     -0.4992
    2.1306      1.3078
    0.8392      1.2552
    0.0352      0.0607
    0.2181     -0.0604
   -0.7377     -1.4680
    0.7263      1.3556
   -0.7786      0.5173
   -1.1902      2.3502
    0.2653     -1.8529
    0.1740      0.4559
   -0.1391      0.9021
   -2.3681     -1.0449
   -0.0159      0.1572
   -0.0071     -0.3734
    0.1674     -0.5737
   -0.3939     -0.5706
    0.1682     -1.1491
    1.8787     -3.3717
   -0.0945     -0.1250
   -0.5106     -1.2445
   -0.5163     -0.7767
    0.1215     -0.0688
    0.1021      0.8066
   -0.0840     -0.2133
    2.3040      3.6193
   -1.5037      1.3822
   -0.4099      0.1135
   -0.3427     -0.0591
   -0.0870     -0.0406
   -0.3087      0.7462
    0.7482      0.4459
   -0.2984     -0.0193
   -0.7814     -0.0961
   -0.5213      0.1302
    0.2141     -0.9858
    0.9129      0.2547
   -0.4456     -0.0789
    0.1006     -0.3956
    0.6689      1.4001
    0.1949     -0.1149
    0.6563     -1.5412
   -1.1309     -0.3344
    0.7230     -1.4370
   -0.2404      1.0174
    0.2910     -0.1643
   -0.0746     -0.9238
    0.0858     -0.4542
    0.3386     -1.2753
    0.8563     -0.1609
    0.8781     -0.4054
    0.3282     -0.8258
    0.2584     -0.4314
    0.2049     -0.1609
   -0.1352      0.3791
    0.2889     -0.5792
   -0.1201     -1.0929
   -3.0490     -0.1080
    1.9956     -1.8759
   -0.5103      0.0027
   -0.4877      0.1605
   -1.1719     -1.2423
   -0.3440      2.0518
   -0.4925      1.3983
    0.0296     -0.1058
    1.1593      0.7356
    0.1853     -0.0468
   -0.1876      0.4858
    0.3356     -0.1312
    0.5583      0.3203
   -0.4151     -0.0955
    0.6852     -0.1931
   -0.1757      1.0755
    0.5212      0.3287
   -0.9322     -0.9309
    0.9389     -0.7744
   -1.7924     -1.6401
   -0.4879     -1.4627
   -0.0440      0.3763
    0.2390      0.1420
   -0.2977      0.0411
   -0.1760     -0.5640
   -0.1806      1.4987
    0.0224      1.5562
    0.1092      0.4015
   -0.8850     -0.0948
   -0.4317      1.8352
   -0.2570     -0.1642
   -0.4143      0.0442
    0.7635     -2.0304
